shipment_id,risk_tier,delay_probability,eta,hours_to_sla,origin,destination,carrier,transport_mode,top_risk_factors,action_required,alert_generated_at,alert_type
SHP100275,CRITICAL,1.0,2024-01-12,0,Rotterdam,Sydney,DHL,Sea,"['Customs hold active [score: 8.0]', 'Port congestion [score: 6.0]', 'Disruption: Equipment Failure [score: 5.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100276,CRITICAL,1.0,2023-02-10,0,Los Angeles,Sydney,XPO Logistics,Air,"['Port congestion [score: 6.0]', 'Traffic congestion level (Air) [score: 3.0]', 'High route risk [score: 2.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100277,CRITICAL,1.0,2024-11-08,0,Dubai,Sydney,DB Schenker,Air,"['Port congestion [score: 7.0]', 'Weather severity (Heavy Rain) [score: 5.3]', 'Traffic congestion level (Air) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100278,CRITICAL,1.0,2023-12-03,0,Shanghai,Tokyo,DHL,Sea,"['Disruption: Equipment Failure [score: 5.9]', 'Weather severity (Snow) [score: 5.8]', 'Port congestion [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100279,CRITICAL,1.0,2024-04-18,0,Hamburg,Chicago,XPO Logistics,Air,"['Weather severity (Blizzard) [score: 9.0]', 'Disruption: Port Strike [score: 8.5]', 'High route risk [score: 3.6]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100280,CRITICAL,1.0,2024-02-22,0,Hamburg,Sydney,DHL,Air,"['Weather severity (Storm) [score: 8.0]', 'Port congestion [score: 7.0]', 'High route risk [score: 4.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100281,CRITICAL,1.0,2023-01-29,0,Mumbai,Sydney,Maersk,Rail,"['Port congestion [score: 9.0]', 'Customs hold active [score: 8.0]', 'Weather severity (Snow) [score: 5.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100282,CRITICAL,1.0,2024-12-08,0,Los Angeles,Tokyo,XPO Logistics,Sea,"['Weather severity (Storm) [score: 8.2]', 'Customs hold active [score: 8.0]', 'Port congestion [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100283,CRITICAL,1.0,2023-08-01,0,Rotterdam,Tokyo,XPO Logistics,Sea,"['Traffic congestion level (Sea) [score: 4.0]', 'Disruption: Traffic Jam [score: 3.6]', 'High historical delay rate [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100284,CRITICAL,1.0,2024-11-20,0,Dubai,London,XPO Logistics,Sea,"['Traffic congestion level (Sea) [score: 6.0]', 'Disruption: Equipment Failure [score: 5.8]', 'Port congestion [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100285,CRITICAL,1.0,2023-12-23,0,Shanghai,Sydney,XPO Logistics,Sea,"['Disruption: Natural Disaster [score: 9.9]', 'Weather severity (Snow) [score: 6.0]', 'Traffic congestion level (Sea) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100286,CRITICAL,1.0,2023-10-20,0,Mumbai,Singapore,DHL,Sea,"['Weather severity (Blizzard) [score: 9.2]', 'Traffic congestion level (Sea) [score: 6.0]', 'High historical delay rate [score: 2.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100287,CRITICAL,1.0,2023-07-13,0,Los Angeles,London,Maersk,Sea,"['Disruption: Natural Disaster [score: 9.7]', 'Port congestion [score: 8.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100288,CRITICAL,1.0,2023-10-20,0,Rotterdam,London,Maersk,Rail,"['Port congestion [score: 6.0]', 'Weather severity (Heavy Rain) [score: 5.0]', 'High route risk [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100289,CRITICAL,1.0,2024-03-26,0,Shanghai,Sydney,DB Schenker,Rail,"['Port congestion [score: 7.0]', 'Traffic congestion level (Rail) [score: 5.0]', 'Disruption: Traffic Jam [score: 3.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100290,CRITICAL,0.9999,2023-08-16,0,Los Angeles,Singapore,FedEx,Air,"['Traffic congestion level (Air) [score: 4.0]', 'Weather severity (Fog) [score: 3.7]', 'High route risk [score: 2.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100291,CRITICAL,1.0,2024-08-28,0,Mumbai,Tokyo,UPS,Sea,"['Weather severity (Snow) [score: 5.9]', 'Traffic congestion level (Sea) [score: 5.0]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100292,CRITICAL,1.0,2024-07-22,0,Dubai,Singapore,FedEx,Rail,"['Port congestion [score: 10.0]', 'Disruption: Equipment Failure [score: 6.2]', 'Weather severity (Snow) [score: 5.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100293,CRITICAL,1.0,2024-03-28,0,Dubai,Singapore,Maersk,Air,"['Port congestion [score: 9.0]', 'Weather severity (Snow) [score: 5.9]', 'Disruption: Equipment Failure [score: 5.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100294,CRITICAL,1.0,2024-11-27,0,Dubai,Sydney,XPO Logistics,Sea,"['Weather severity (Blizzard) [score: 8.7]', 'Port congestion [score: 8.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100295,CRITICAL,1.0,2023-07-27,0,Shanghai,Singapore,Maersk,Air,"['Port congestion [score: 8.0]', 'Weather severity (Heavy Rain) [score: 5.2]', 'High route risk [score: 4.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100296,CRITICAL,1.0,2023-10-18,0,Dubai,Tokyo,UPS,Road,"['Weather severity (Blizzard) [score: 9.0]', 'Disruption: Port Strike [score: 8.9]', 'Traffic congestion level (Road) [score: 7.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100297,CRITICAL,1.0,2023-07-27,0,Rotterdam,Tokyo,UPS,Sea,"['Disruption: Port Strike [score: 9.0]', 'Port congestion [score: 7.0]', 'Weather severity (Fog) [score: 3.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100298,CRITICAL,1.0,2024-10-19,0,Los Angeles,New York,FedEx,Air,"['Port congestion [score: 10.0]', 'Disruption: Port Strike [score: 9.4]', 'Weather severity (Fog) [score: 4.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100299,CRITICAL,1.0,2023-01-18,0,Hamburg,New York,DHL,Air,"['Disruption: Port Strike [score: 9.1]', 'Weather severity (Snow) [score: 5.8]', 'Traffic congestion level (Air) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100300,CRITICAL,1.0,2023-06-10,0,Rotterdam,New York,Maersk,Air,"['Weather severity (Blizzard) [score: 9.1]', 'Customs hold active [score: 8.0]', 'Port congestion [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100301,CRITICAL,1.0,2024-12-12,0,Rotterdam,New York,Maersk,Sea,"['Port congestion [score: 7.0]', 'Traffic congestion level (Sea) [score: 6.0]', 'Disruption: Equipment Failure [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100302,CRITICAL,1.0,2023-03-13,0,Shanghai,New York,UPS,Sea,"['Port congestion [score: 10.0]', 'Traffic congestion level (Sea) [score: 6.0]', 'Weather severity (Snow) [score: 5.6]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100303,CRITICAL,1.0,2024-03-31,0,Hamburg,Tokyo,FedEx,Rail,"['Port congestion [score: 6.0]', 'Disruption: Traffic Jam [score: 4.4]', 'Weather severity (Fog) [score: 4.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100304,CRITICAL,1.0,2024-08-16,0,Rotterdam,New York,Maersk,Road,"['Traffic congestion level (Road) [score: 7.0]', 'Disruption: Traffic Jam [score: 3.7]', 'High route risk [score: 1.6]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100305,CRITICAL,1.0,2024-05-08,0,Mumbai,London,UPS,Sea,"['Port congestion [score: 9.0]', 'Disruption: Port Strike [score: 8.5]', 'Weather severity (Storm) [score: 8.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100306,CRITICAL,1.0,2023-12-25,0,Hamburg,Sydney,UPS,Rail,"['Port congestion [score: 8.0]', 'Customs hold active [score: 8.0]', 'Weather severity (Snow) [score: 5.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100307,CRITICAL,1.0,2023-03-04,0,Hamburg,New York,Maersk,Air,"['Weather severity (Heavy Rain) [score: 5.2]', 'Traffic congestion level (Air) [score: 4.0]', 'Port congestion [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100308,CRITICAL,1.0,2023-09-20,0,Hamburg,Singapore,UPS,Rail,"['Port congestion [score: 9.0]', 'Disruption: Equipment Failure [score: 6.4]', 'Weather severity (Heavy Rain) [score: 5.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100309,CRITICAL,0.9999,2024-09-28,0,Hamburg,London,XPO Logistics,Rail,"['Customs hold active [score: 8.0]', 'Weather severity (Fog) [score: 4.3]', 'Traffic congestion level (Rail) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100310,CRITICAL,1.0,2024-11-26,0,Hamburg,Singapore,Maersk,Sea,"['Disruption: Natural Disaster [score: 10.2]', 'Customs hold active [score: 8.0]', 'Traffic congestion level (Sea) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100311,CRITICAL,1.0,2024-01-15,0,Mumbai,London,FedEx,Air,"['High route risk [score: 3.6]', 'High historical delay rate [score: 2.5]', 'Low carrier reliability [score: 1.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100312,CRITICAL,1.0,2024-06-02,0,Dubai,Tokyo,Maersk,Air,"['Weather severity (Blizzard) [score: 9.1]', 'Port congestion [score: 6.0]', 'Disruption: Traffic Jam [score: 4.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100313,CRITICAL,1.0,2023-11-08,0,Rotterdam,Singapore,UPS,Road,"['Disruption: Natural Disaster [score: 10.2]', 'Port congestion [score: 9.0]', 'Traffic congestion level (Road) [score: 7.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100314,CRITICAL,1.0,2024-08-29,0,Dubai,Tokyo,XPO Logistics,Rail,"['Disruption: Port Strike [score: 8.6]', 'Port congestion [score: 7.0]', 'Weather severity (Fog) [score: 4.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100315,CRITICAL,1.0,2024-05-18,0,Los Angeles,Sydney,FedEx,Rail,"['Disruption: Port Strike [score: 8.9]', 'Weather severity (Storm) [score: 7.5]', 'Port congestion [score: 7.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100316,CRITICAL,1.0,2023-04-08,0,Mumbai,Singapore,DB Schenker,Rail,"['Port congestion [score: 9.0]', 'Weather severity (Storm) [score: 8.2]', 'Disruption: Traffic Jam [score: 3.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100317,CRITICAL,1.0,2023-09-13,0,Shanghai,London,FedEx,Road,"['Disruption: Port Strike [score: 9.2]', 'Customs hold active [score: 8.0]', 'Traffic congestion level (Road) [score: 7.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100318,CRITICAL,1.0,2024-09-04,0,Mumbai,Tokyo,XPO Logistics,Air,"['Customs hold active [score: 8.0]', 'Weather severity (Snow) [score: 6.1]', 'Disruption: Equipment Failure [score: 5.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100319,CRITICAL,1.0,2024-03-10,0,Los Angeles,Tokyo,FedEx,Sea,"['Port congestion [score: 7.0]', 'Disruption: Equipment Failure [score: 6.0]', 'Traffic congestion level (Sea) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100320,CRITICAL,1.0,2024-11-29,0,Hamburg,Singapore,UPS,Rail,"['Customs hold active [score: 8.0]', 'Weather severity (Heavy Rain) [score: 4.7]', 'Traffic congestion level (Rail) [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100321,CRITICAL,1.0,2024-08-20,0,Los Angeles,Sydney,DB Schenker,Road,"['Traffic congestion level (Road) [score: 8.0]', 'Customs hold active [score: 8.0]', 'Port congestion [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100322,CRITICAL,1.0,2024-08-29,0,Hamburg,Chicago,DHL,Air,"['Disruption: Natural Disaster [score: 10.0]', 'Port congestion [score: 6.0]', 'High route risk [score: 3.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100323,CRITICAL,1.0,2024-10-03,0,Hamburg,New York,DB Schenker,Sea,"['Disruption: Natural Disaster [score: 10.1]', 'Traffic congestion level (Sea) [score: 5.0]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100324,CRITICAL,1.0,2023-11-11,0,Mumbai,New York,XPO Logistics,Sea,"['Disruption: Natural Disaster [score: 10.1]', 'Traffic congestion level (Sea) [score: 5.0]', 'High route risk [score: 4.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100325,CRITICAL,1.0,2023-12-09,0,Mumbai,New York,FedEx,Air,"['Port congestion [score: 8.0]', 'Disruption: Equipment Failure [score: 5.9]', 'High historical delay rate [score: 1.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100326,CRITICAL,1.0,2023-08-24,0,Shanghai,London,Maersk,Rail,"['Disruption: Natural Disaster [score: 10.1]', 'Port congestion [score: 6.0]', 'High route risk [score: 4.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100327,CRITICAL,1.0,2024-03-14,0,Hamburg,Tokyo,UPS,Air,"['Weather severity (Fog) [score: 4.3]', 'High route risk [score: 4.2]', 'High historical delay rate [score: 3.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100328,CRITICAL,1.0,2023-11-02,0,Mumbai,New York,UPS,Air,"['Disruption: Natural Disaster [score: 9.9]', 'Customs hold active [score: 8.0]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100329,CRITICAL,1.0,2024-08-14,0,Dubai,Sydney,XPO Logistics,Road,"['Disruption: Natural Disaster [score: 9.7]', 'Traffic congestion level (Road) [score: 9.0]', 'Port congestion [score: 9.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100330,CRITICAL,1.0,2023-09-22,0,Hamburg,Chicago,FedEx,Sea,"['Disruption: Port Strike [score: 9.1]', 'Weather severity (Storm) [score: 7.7]', 'Port congestion [score: 7.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100331,CRITICAL,1.0,2023-09-01,0,Rotterdam,London,Maersk,Air,"['Weather severity (Blizzard) [score: 9.3]', 'Port congestion [score: 7.0]', 'High route risk [score: 4.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100332,CRITICAL,0.9327,2023-05-25,0,Dubai,Chicago,DB Schenker,Air,"['Customs hold active [score: 8.0]', 'Traffic congestion level (Air) [score: 3.0]', 'Weather severity (Rain) [score: 1.6]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100333,CRITICAL,1.0,2024-08-09,0,Mumbai,Tokyo,DB Schenker,Road,"['Port congestion [score: 9.0]', 'Traffic congestion level (Road) [score: 7.0]', 'Disruption: Traffic Jam [score: 4.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100334,CRITICAL,1.0,2024-04-15,0,Mumbai,London,DHL,Air,"['Weather severity (Blizzard) [score: 9.4]', 'Disruption: Equipment Failure [score: 5.6]', 'Port congestion [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100335,CRITICAL,1.0,2024-05-29,0,Dubai,Singapore,Maersk,Road,"['Traffic congestion level (Road) [score: 9.0]', 'Disruption: Port Strike [score: 8.9]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100336,CRITICAL,1.0,2024-05-09,0,Shanghai,Singapore,UPS,Sea,"['Disruption: Natural Disaster [score: 10.0]', 'Port congestion [score: 8.0]', 'High route risk [score: 4.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100337,CRITICAL,1.0,2024-08-09,0,Mumbai,Tokyo,XPO Logistics,Road,"['Traffic congestion level (Road) [score: 6.0]', 'High route risk [score: 4.4]', 'Weather severity (Rain) [score: 2.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100338,CRITICAL,1.0,2023-02-18,0,Shanghai,Tokyo,Maersk,Road,"['Disruption: Natural Disaster [score: 10.3]', 'Port congestion [score: 7.0]', 'Traffic congestion level (Road) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100339,CRITICAL,1.0,2024-11-13,0,Shanghai,Chicago,XPO Logistics,Rail,"['Port congestion [score: 6.0]', 'Weather severity (Fog) [score: 4.4]', 'Traffic congestion level (Rail) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100340,CRITICAL,1.0,2023-05-22,0,Hamburg,Singapore,FedEx,Sea,"['Disruption: Natural Disaster [score: 9.9]', 'Traffic congestion level (Sea) [score: 6.0]', 'High route risk [score: 4.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100341,CRITICAL,1.0,2023-10-01,0,Los Angeles,Chicago,UPS,Air,"['Port congestion [score: 10.0]', 'Weather severity (Heavy Rain) [score: 4.8]', 'High route risk [score: 3.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100342,CRITICAL,1.0,2023-08-19,0,Rotterdam,London,XPO Logistics,Rail,"['Port congestion [score: 9.0]', 'Disruption: Traffic Jam [score: 4.2]', 'Weather severity (Fog) [score: 3.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100343,CRITICAL,1.0,2023-06-30,0,Hamburg,Sydney,UPS,Rail,"['Traffic congestion level (Rail) [score: 4.0]', 'High historical delay rate [score: 3.9]', 'Disruption: Traffic Jam [score: 3.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100344,CRITICAL,1.0,2023-11-02,0,Dubai,New York,DB Schenker,Air,"['Disruption: Natural Disaster [score: 10.2]', 'Port congestion [score: 6.0]', 'High route risk [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100345,CRITICAL,1.0,2023-04-03,0,Los Angeles,Chicago,DHL,Sea,"['Weather severity (Blizzard) [score: 9.4]', 'Port congestion [score: 7.0]', 'Traffic congestion level (Sea) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100346,CRITICAL,1.0,2024-06-25,0,Shanghai,Chicago,Maersk,Rail,"['Disruption: Natural Disaster [score: 9.5]', 'Weather severity (Snow) [score: 5.8]', 'Traffic congestion level (Rail) [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100347,CRITICAL,1.0,2023-12-29,0,Dubai,Chicago,UPS,Rail,"['Disruption: Equipment Failure [score: 5.8]', 'Weather severity (Fog) [score: 4.2]', 'High route risk [score: 3.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100348,CRITICAL,1.0,2023-04-26,0,Rotterdam,Tokyo,UPS,Road,"['Traffic congestion level (Road) [score: 8.0]', 'Customs hold active [score: 8.0]', 'Weather severity (Heavy Rain) [score: 4.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100349,CRITICAL,1.0,2024-04-29,0,Rotterdam,Chicago,FedEx,Road,"['Traffic congestion level (Road) [score: 9.0]', 'Port congestion [score: 7.0]', 'Disruption: Traffic Jam [score: 3.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100350,CRITICAL,1.0,2023-08-04,0,Dubai,London,DB Schenker,Sea,"['Disruption: Port Strike [score: 9.1]', 'Traffic congestion level (Sea) [score: 4.0]', 'High route risk [score: 3.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100351,CRITICAL,1.0,2023-05-28,0,Shanghai,Singapore,XPO Logistics,Air,"['Weather severity (Fog) [score: 4.2]', 'Port congestion [score: 3.0]', 'Low carrier reliability [score: 1.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100352,CRITICAL,1.0,2024-08-13,0,Shanghai,Singapore,FedEx,Sea,"['Disruption: Port Strike [score: 9.4]', 'Weather severity (Blizzard) [score: 8.6]', 'Traffic congestion level (Sea) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100353,CRITICAL,1.0,2024-08-02,0,Los Angeles,Chicago,DHL,Air,"['Weather severity (Storm) [score: 8.2]', 'Disruption: Equipment Failure [score: 6.2]', 'Traffic congestion level (Air) [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100354,CRITICAL,1.0,2023-09-13,0,Mumbai,London,XPO Logistics,Sea,"['Weather severity (Heavy Rain) [score: 5.3]', 'Traffic congestion level (Sea) [score: 5.0]', 'Disruption: Traffic Jam [score: 4.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100355,CRITICAL,0.9986,2023-07-08,0,Hamburg,Singapore,DB Schenker,Rail,"['Customs hold active [score: 8.0]', 'High route risk [score: 2.2]', 'Traffic congestion level (Rail) [score: 2.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100356,HIGH,0.7017,2023-03-19,0,Hamburg,London,FedEx,Road,"['Traffic congestion level (Road) [score: 7.0]', 'Port congestion [score: 4.0]', 'Weather severity (Rain) [score: 1.7]']",Trigger intervention protocol immediately.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100357,CRITICAL,1.0,2024-02-16,0,Rotterdam,Sydney,UPS,Sea,"['Port congestion [score: 10.0]', 'Disruption: Port Strike [score: 8.9]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100358,CRITICAL,1.0,2024-08-21,0,Shanghai,New York,DB Schenker,Air,"['Customs hold active [score: 8.0]', 'Weather severity (Snow) [score: 5.8]', 'Disruption: Equipment Failure [score: 5.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100359,CRITICAL,1.0,2023-08-18,0,Mumbai,London,DB Schenker,Air,"['Disruption: Port Strike [score: 9.1]', 'Customs hold active [score: 8.0]', 'Port congestion [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100360,CRITICAL,1.0,2024-09-17,0,Rotterdam,Tokyo,Maersk,Sea,"['Disruption: Port Strike [score: 9.3]', 'Traffic congestion level (Sea) [score: 4.0]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100361,CRITICAL,0.9999,2023-07-29,0,Hamburg,Sydney,Maersk,Rail,"['Disruption: Traffic Jam [score: 4.5]', 'Traffic congestion level (Rail) [score: 4.0]', 'High historical delay rate [score: 3.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100362,CRITICAL,1.0,2024-10-08,0,Mumbai,Tokyo,DHL,Road,"['Traffic congestion level (Road) [score: 9.0]', 'Port congestion [score: 9.0]', 'Weather severity (Fog) [score: 4.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100363,CRITICAL,1.0,2024-11-07,0,Los Angeles,London,UPS,Air,"['Disruption: Port Strike [score: 9.4]', 'Port congestion [score: 6.0]', 'Weather severity (Heavy Rain) [score: 4.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100364,CRITICAL,1.0,2024-06-12,0,Los Angeles,Sydney,UPS,Road,"['Traffic congestion level (Road) [score: 9.0]', 'Disruption: Equipment Failure [score: 6.1]', 'Port congestion [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100365,CRITICAL,1.0,2023-06-11,0,Dubai,New York,DHL,Air,"['Port congestion [score: 10.0]', 'Weather severity (Heavy Rain) [score: 5.3]', 'Disruption: Traffic Jam [score: 4.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100366,CRITICAL,1.0,2024-01-22,0,Rotterdam,Tokyo,XPO Logistics,Air,"['Disruption: Natural Disaster [score: 9.7]', 'Weather severity (Blizzard) [score: 9.2]', 'High historical delay rate [score: 2.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
