shipment_id,risk_tier,delay_probability,primary_action,primary_description,fallback_action,cost_impact,estimated_time_saving,sla_impact,confidence,reasoning
SHP100304,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100305,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100306,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100307,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100308,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100309,CRITICAL,0.9999,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100310,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100311,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100312,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100313,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100314,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100315,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100316,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100317,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100318,CRITICAL,1.0,Expedite Customs Clearance,Engage customs broker for accelerated clearance to prevent dwell time accumulation.,Priority / Express Handling,Low,8–24 hours,Medium-High,High,"['Customs clearance flag active; broker escalation cuts dwell time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100319,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100320,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100321,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100322,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Natural Disaster) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100323,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100324,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100325,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['Port congestion score 8/10; priority slot reduces wait time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100326,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100327,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100328,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Natural Disaster) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100329,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100330,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100331,CRITICAL,1.0,Assign Alternative Carrier,Transfer the shipment to a more reliable carrier with available capacity on the same route.,Send Pre-Alert to Customer,Medium-High,6–24 hours,Medium,High,"['Carrier reliability (84%) below threshold; swap to higher-rated carrier.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100332,CRITICAL,0.9327,Expedite Customs Clearance,Engage customs broker for accelerated clearance to prevent dwell time accumulation.,Priority / Express Handling,Low,8–24 hours,Medium-High,High,"['Customs clearance flag active; broker escalation cuts dwell time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100333,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100334,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100335,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100336,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100337,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100338,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100339,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100340,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100341,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['Port congestion score 10/10; priority slot reduces wait time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100342,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100343,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100344,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Natural Disaster) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100345,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100346,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100347,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100348,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100349,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100350,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100351,CRITICAL,1.0,Assign Alternative Carrier,Transfer the shipment to a more reliable carrier with available capacity on the same route.,Send Pre-Alert to Customer,Medium-High,6–24 hours,Medium,High,"['Carrier reliability (82%) below threshold; swap to higher-rated carrier.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100352,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100353,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100354,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100355,CRITICAL,0.9986,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100356,HIGH,0.7017,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,Medium,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100357,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100358,CRITICAL,1.0,Expedite Customs Clearance,Engage customs broker for accelerated clearance to prevent dwell time accumulation.,Priority / Express Handling,Low,8–24 hours,Medium-High,High,"['Customs clearance flag active; broker escalation cuts dwell time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100359,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Port Strike) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100360,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100361,CRITICAL,0.9999,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100362,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100363,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Port Strike) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100364,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100365,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['Port congestion score 10/10; priority slot reduces wait time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100366,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Natural Disaster) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100367,CRITICAL,0.9999,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100368,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Natural Disaster) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100369,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100370,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100371,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Port Strike) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100372,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100373,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100374,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100375,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100376,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100377,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100378,CRITICAL,1.0,Expedite Customs Clearance,Engage customs broker for accelerated clearance to prevent dwell time accumulation.,Priority / Express Handling,Low,8–24 hours,Medium-High,High,"['Customs clearance flag active; broker escalation cuts dwell time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100379,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100380,CRITICAL,0.9999,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100381,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100382,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100383,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100384,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100385,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100386,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Port Strike) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100387,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100388,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100389,CRITICAL,0.9998,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100390,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100391,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Port Strike) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100392,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100393,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100394,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100395,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Natural Disaster) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100396,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100397,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100398,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100399,CRITICAL,0.9997,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100400,CRITICAL,1.0,Assign Alternative Carrier,Transfer the shipment to a more reliable carrier with available capacity on the same route.,Send Pre-Alert to Customer,Medium-High,6–24 hours,Medium,High,"['Carrier reliability (81%) below threshold; swap to higher-rated carrier.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100401,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100402,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Port Strike) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100403,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100404,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
