shipment_id,origin,destination,carrier,transport_mode,shipment_date,planned_eta,planned_transit_days,days_in_transit,shipment_status,package_weight_kg,num_stops,customs_clearance_flag,weather_condition,weather_severity_score,traffic_congestion_level,port_congestion_score,disruption_type,disruption_impact_score,carrier_reliability_score,historical_delay_rate,route_risk_score,delay_probability,is_delayed,actual_delay_hours
SHP100397,Dubai,Chicago,DB Schenker,Road,2024-09-01,2024-09-11,10,13,At Port,380.83,3,0,Storm,7.66,6,10,Traffic Jam,4.26,0.893,0.046,0.38,1.0,1,46.3
SHP100398,Dubai,Chicago,DHL,Sea,2024-01-15,2024-02-11,27,17,Delayed,466.12,3,0,Heavy Rain,4.81,6,2,None,0.0,0.89,0.194,0.25,0.7782,1,73.8
SHP100399,Hamburg,London,UPS,Rail,2024-01-07,2024-01-22,15,0,Customs Hold,316.63,5,0,Storm,7.66,3,4,Natural Disaster,9.87,0.921,0.038,0.1,0.6658,1,43.6
SHP100400,Rotterdam,Singapore,XPO Logistics,Air,2023-05-26,2023-05-31,5,9,In Transit,1452.41,1,0,Heavy Rain,4.8,3,7,Equipment Failure,6.22,0.809,0.089,0.15,0.8986,1,14.2
SHP100401,Mumbai,New York,FedEx,Road,2023-12-29,2024-01-06,8,0,In Transit,159.27,1,0,Snow,6.46,8,4,Port Strike,8.83,0.924,0.398,0.4,1.0,1,23.5
SHP100402,Hamburg,Tokyo,UPS,Air,2024-07-18,2024-07-23,5,7,Customs Hold,183.2,5,1,Blizzard,8.7,3,3,Port Strike,8.56,0.936,0.199,0.29,1.0,1,58.6
SHP100403,Dubai,Tokyo,DB Schenker,Sea,2023-04-09,2023-05-08,29,20,Out for Delivery,2427.79,5,0,Clear,0.07,6,5,Traffic Jam,4.19,0.86,0.078,0.15,0.6247,1,36.2
SHP100404,Hamburg,Tokyo,Maersk,Sea,2024-02-12,2024-03-13,30,4,At Port,4646.72,2,0,Heavy Rain,5.35,6,5,Equipment Failure,5.67,0.864,0.292,0.17,0.8352,1,53.2
SHP100405,Mumbai,London,UPS,Sea,2024-03-19,2024-04-22,34,35,In Transit,4273.15,5,0,Storm,8.37,6,5,Port Strike,9.47,0.89,0.052,0.4,1.0,1,88.9
SHP100406,Los Angeles,New York,DHL,Road,2023-12-05,2023-12-08,3,8,Out for Delivery,3551.02,2,1,Storm,8.32,6,10,Traffic Jam,4.07,0.885,0.058,0.3,1.0,1,63.5
SHP100407,Los Angeles,Tokyo,FedEx,Road,2023-08-25,2023-08-30,5,1,In Transit,3247.09,1,1,Storm,8.33,8,8,Natural Disaster,10.32,0.922,0.355,0.25,1.0,1,71.4
SHP100408,Rotterdam,London,FedEx,Sea,2023-03-06,2023-04-01,26,27,At Port,3965.23,5,0,Storm,8.31,4,10,Equipment Failure,6.28,0.946,0.066,0.25,0.8307,1,36.9
SHP100409,Shanghai,London,XPO Logistics,Road,2023-10-13,2023-10-20,7,1,At Port,2774.32,3,0,Rain,1.91,6,2,Port Strike,9.3,0.806,0.22,0.42,1.0,1,81.3
SHP100410,Los Angeles,Sydney,UPS,Rail,2023-01-17,2023-01-31,14,10,Delayed,2166.98,2,0,Fog,4.15,4,3,Port Strike,8.86,0.911,0.394,0.36,1.0,1,16.2
SHP100411,Dubai,Tokyo,FedEx,Rail,2024-07-05,2024-07-15,10,7,At Port,858.99,2,0,Blizzard,8.81,5,6,Port Strike,9.21,0.916,0.24,0.38,1.0,1,46.7
SHP100412,Mumbai,New York,XPO Logistics,Air,2024-04-14,2024-04-18,4,7,Delayed,3780.05,4,1,Rain,1.52,4,10,Equipment Failure,6.04,0.836,0.305,0.26,1.0,1,35.2
SHP100413,Mumbai,Chicago,UPS,Sea,2024-08-02,2024-08-29,27,4,Out for Delivery,1237.35,5,1,Clear,0.0,3,6,None,0.0,0.936,0.214,0.24,0.4712,0,0.0
SHP100414,Rotterdam,London,DB Schenker,Air,2023-01-21,2023-01-25,4,0,Out for Delivery,4146.85,1,1,Rain,2.3,4,6,Natural Disaster,9.5,0.886,0.069,0.15,0.6948,1,62.3
SHP100415,Shanghai,London,DHL,Road,2024-07-21,2024-07-26,5,7,Delayed,4947.52,2,0,Storm,8.02,6,1,Natural Disaster,10.28,0.868,0.333,0.24,1.0,1,46.2
SHP100416,Hamburg,Chicago,UPS,Road,2024-12-01,2024-12-09,8,12,In Transit,2096.53,3,0,Blizzard,8.91,6,1,None,0.02,0.936,0.174,0.15,0.7896,1,54.8
SHP100417,Rotterdam,Sydney,DB Schenker,Air,2023-04-07,2023-04-11,4,4,Customs Hold,4648.42,5,0,Heavy Rain,5.14,4,7,Equipment Failure,6.38,0.863,0.297,0.14,0.9796,1,22.3
SHP100418,Dubai,London,FedEx,Rail,2023-05-10,2023-05-25,15,9,At Port,3482.52,1,0,Snow,6.16,4,6,Port Strike,9.07,0.905,0.057,0.14,0.7612,1,36.8
SHP100419,Dubai,Sydney,FedEx,Rail,2023-05-05,2023-05-19,14,5,Delayed,1881.56,4,1,Clear,0.0,5,8,Equipment Failure,5.76,0.895,0.195,0.42,0.8641,1,75.9
SHP100420,Hamburg,Chicago,XPO Logistics,Sea,2023-11-21,2023-12-09,18,14,Out for Delivery,2184.78,4,0,Rain,2.48,5,3,Port Strike,9.38,0.808,0.281,0.36,1.0,1,8.0
SHP100421,Los Angeles,Singapore,FedEx,Road,2024-06-12,2024-06-16,4,7,Customs Hold,4348.52,5,0,Snow,5.74,7,7,Equipment Failure,6.22,0.894,0.379,0.34,1.0,1,23.8
SHP100422,Los Angeles,Sydney,Maersk,Air,2024-02-19,2024-02-22,3,7,At Port,4084.42,3,0,Storm,7.61,1,7,Traffic Jam,4.21,0.835,0.052,0.38,1.0,1,91.6
SHP100423,Rotterdam,London,DB Schenker,Sea,2023-10-18,2023-11-13,26,24,In Transit,3965.58,5,1,Storm,7.69,3,10,Natural Disaster,10.26,0.89,0.116,0.35,1.0,1,70.0
SHP100424,Mumbai,Tokyo,DB Schenker,Rail,2023-07-25,2023-08-02,8,12,At Port,2555.46,3,0,Clear,0.0,4,5,Traffic Jam,3.94,0.865,0.2,0.23,0.8601,1,27.8
SHP100425,Los Angeles,Tokyo,FedEx,Air,2024-07-05,2024-07-10,5,4,Customs Hold,3740.25,2,0,Blizzard,8.89,4,4,Port Strike,8.85,0.909,0.112,0.25,1.0,1,26.1
SHP100426,Rotterdam,Singapore,DB Schenker,Sea,2024-10-29,2024-11-20,22,10,Delayed,4709.87,4,0,Heavy Rain,4.7,6,4,None,0.42,0.813,0.207,0.4,0.93,1,73.5
SHP100427,Shanghai,Singapore,DHL,Air,2024-04-24,2024-04-27,3,3,At Port,4422.16,4,0,Storm,7.93,2,2,None,0.09,0.895,0.291,0.26,0.7977,1,13.2
SHP100428,Los Angeles,New York,FedEx,Air,2023-04-09,2023-04-11,2,3,At Port,3942.59,2,0,Heavy Rain,4.64,2,8,Port Strike,9.45,0.901,0.231,0.37,1.0,1,24.8
SHP100429,Rotterdam,London,UPS,Sea,2023-05-10,2023-06-13,34,4,At Port,4520.6,5,0,Rain,1.51,4,6,None,0.47,0.91,0.06,0.17,0.3417,0,0.0
SHP100430,Shanghai,Chicago,FedEx,Road,2024-11-16,2024-11-26,10,5,At Port,2259.31,4,1,Storm,7.85,8,6,Equipment Failure,5.69,0.923,0.313,0.15,0.9417,1,18.9
SHP100431,Rotterdam,Sydney,FedEx,Road,2023-01-24,2023-01-27,3,4,At Port,3035.53,3,0,Heavy Rain,4.92,7,10,Traffic Jam,4.28,0.935,0.174,0.15,0.8174,1,42.3
SHP100432,Dubai,Sydney,FedEx,Sea,2024-02-01,2024-02-27,26,26,Customs Hold,3807.1,2,0,Snow,6.2,3,7,None,0.23,0.938,0.037,0.43,0.7542,1,31.5
SHP100433,Mumbai,Chicago,Maersk,Rail,2024-09-09,2024-09-20,11,15,Out for Delivery,2291.13,4,1,Fog,3.83,5,4,Traffic Jam,3.53,0.815,0.399,0.15,0.98,1,32.6
SHP100434,Mumbai,Sydney,DHL,Road,2023-11-06,2023-11-15,9,4,Delayed,726.11,2,1,Snow,5.97,8,8,Port Strike,9.43,0.866,0.303,0.3,1.0,1,29.5
SHP100435,Hamburg,Tokyo,FedEx,Rail,2024-07-11,2024-07-20,9,12,In Transit,1445.1,1,0,Blizzard,8.73,3,10,Traffic Jam,4.04,0.927,0.27,0.29,1.0,1,24.1
SHP100436,Hamburg,New York,XPO Logistics,Sea,2024-07-01,2024-08-01,31,8,Customs Hold,4271.92,2,0,Clear,0.08,5,9,Equipment Failure,6.09,0.826,0.276,0.38,0.9564,1,63.1
SHP100437,Los Angeles,Singapore,DB Schenker,Air,2024-03-28,2024-03-31,3,8,In Transit,3536.37,5,0,Blizzard,8.77,4,10,Equipment Failure,6.2,0.874,0.217,0.12,1.0,1,7.7
SHP100438,Shanghai,Chicago,XPO Logistics,Air,2024-02-28,2024-03-04,5,1,Customs Hold,2726.3,5,0,Rain,1.68,3,1,Natural Disaster,10.26,0.841,0.281,0.24,0.9779,1,25.0
SHP100439,Los Angeles,Singapore,FedEx,Road,2023-02-26,2023-03-08,10,1,Delayed,3321.7,3,1,Storm,7.52,7,5,Port Strike,9.34,0.921,0.294,0.16,1.0,1,21.4
SHP100440,Shanghai,London,DB Schenker,Air,2023-03-26,2023-03-31,5,2,At Port,3748.99,2,0,Heavy Rain,5.35,2,5,None,0.15,0.86,0.12,0.15,0.5115,1,43.8
SHP100441,Los Angeles,Chicago,UPS,Sea,2024-10-09,2024-11-13,35,13,Out for Delivery,3988.33,2,0,Blizzard,8.5,6,7,None,0.45,0.887,0.295,0.12,0.785,1,32.7
SHP100442,Mumbai,Tokyo,XPO Logistics,Rail,2024-07-02,2024-07-10,8,13,Customs Hold,1373.01,2,0,Clear,0.0,2,2,Equipment Failure,5.61,0.794,0.392,0.12,0.8896,1,32.3
SHP100443,Rotterdam,New York,DHL,Sea,2023-01-26,2023-02-23,28,3,Customs Hold,2462.32,4,1,Rain,2.47,4,6,Traffic Jam,3.62,0.902,0.378,0.34,0.804,1,72.5
SHP100444,Hamburg,New York,DB Schenker,Sea,2024-09-11,2024-10-03,22,12,Out for Delivery,3816.84,2,0,Storm,8.46,3,6,Equipment Failure,6.43,0.882,0.3,0.31,1.0,1,71.3
SHP100445,Rotterdam,Chicago,XPO Logistics,Sea,2023-08-05,2023-09-01,27,29,In Transit,2370.68,1,0,Heavy Rain,5.32,6,8,Port Strike,8.73,0.837,0.324,0.2,1.0,1,25.7
SHP100446,Shanghai,New York,DB Schenker,Road,2024-01-15,2024-01-19,4,5,In Transit,1392.99,2,0,Heavy Rain,4.81,8,10,None,0.09,0.878,0.066,0.35,0.872,1,75.2
SHP100447,Los Angeles,Tokyo,DHL,Road,2023-02-12,2023-02-18,6,1,Customs Hold,2644.66,3,0,Rain,2.46,6,4,Natural Disaster,10.27,0.916,0.192,0.25,0.9248,1,19.7
SHP100448,Mumbai,New York,DB Schenker,Rail,2023-05-18,2023-05-29,11,13,Delayed,4313.03,3,0,Blizzard,8.53,4,7,Traffic Jam,3.89,0.854,0.263,0.32,1.0,1,52.4
SHP100449,Shanghai,New York,XPO Logistics,Sea,2024-09-03,2024-10-08,35,5,Delayed,4854.4,3,0,Blizzard,9.42,5,9,Traffic Jam,4.15,0.875,0.263,0.35,1.0,1,45.1
SHP100450,Rotterdam,Tokyo,DHL,Rail,2024-05-05,2024-05-18,13,2,In Transit,3547.94,5,1,Fog,4.02,2,4,Port Strike,9.31,0.886,0.212,0.22,0.8528,1,29.7
SHP100451,Mumbai,Tokyo,DB Schenker,Air,2023-04-06,2023-04-11,5,10,Out for Delivery,1189.86,4,0,Storm,8.07,4,2,Natural Disaster,9.5,0.858,0.17,0.24,1.0,1,17.9
SHP100452,Los Angeles,New York,UPS,Road,2023-07-04,2023-07-08,4,2,Out for Delivery,1135.59,2,1,Heavy Rain,5.41,8,6,Natural Disaster,9.68,0.912,0.268,0.41,1.0,1,35.6
SHP100453,Hamburg,Tokyo,FedEx,Air,2024-02-17,2024-02-20,3,1,In Transit,2038.22,1,1,Clear,0.0,4,10,Equipment Failure,5.88,0.935,0.161,0.33,0.7025,1,56.0
SHP100454,Dubai,Chicago,DB Schenker,Sea,2023-09-10,2023-10-07,27,4,In Transit,1910.63,3,0,Storm,7.9,5,4,None,0.38,0.853,0.162,0.38,0.7877,1,59.8
SHP100455,Mumbai,London,DHL,Sea,2023-06-07,2023-07-02,25,22,At Port,4326.26,3,0,Rain,1.82,3,8,Natural Disaster,9.88,0.894,0.278,0.28,0.9197,1,56.8
SHP100456,Rotterdam,New York,FedEx,Sea,2024-07-06,2024-07-28,22,17,Customs Hold,4305.98,1,1,Fog,4.39,3,1,Traffic Jam,3.83,0.915,0.029,0.4,0.9265,1,20.1
SHP100457,Shanghai,New York,Maersk,Rail,2023-06-05,2023-06-17,12,17,Delayed,2798.6,4,1,Fog,3.54,3,9,Natural Disaster,9.77,0.846,0.228,0.35,1.0,1,23.3
SHP100458,Los Angeles,Chicago,UPS,Rail,2024-06-01,2024-06-14,13,7,Delayed,2787.58,4,1,Storm,8.2,5,3,None,0.0,0.93,0.131,0.23,0.6846,1,59.4
SHP100459,Los Angeles,Chicago,DB Schenker,Sea,2024-01-17,2024-02-18,32,24,Delayed,3399.81,4,1,Clear,0.0,5,5,Port Strike,9.45,0.878,0.129,0.42,0.9375,1,8.4
SHP100460,Dubai,Tokyo,Maersk,Road,2023-11-13,2023-11-22,9,0,In Transit,17.51,5,0,Storm,8.18,7,2,Equipment Failure,6.46,0.857,0.068,0.29,0.9788,1,45.6
SHP100461,Hamburg,Chicago,DHL,Sea,2023-09-09,2023-10-03,24,8,At Port,2888.31,3,0,Heavy Rain,4.81,6,7,Traffic Jam,3.69,0.864,0.077,0.3,0.8584,1,13.8
SHP100462,Mumbai,New York,DB Schenker,Air,2024-10-21,2024-10-25,4,8,Delayed,1664.61,3,0,Clear,0.39,3,1,Traffic Jam,4.07,0.861,0.16,0.22,0.7791,1,45.2
SHP100463,Rotterdam,Tokyo,UPS,Road,2023-12-14,2023-12-20,6,6,Delayed,2393.88,5,0,Storm,7.8,6,3,Equipment Failure,5.93,0.933,0.173,0.14,0.8402,1,32.8
SHP100464,Dubai,Singapore,Maersk,Air,2024-07-20,2024-07-22,2,0,Delayed,3889.31,3,0,Heavy Rain,4.6,3,6,None,0.0,0.882,0.058,0.15,0.4199,0,0.0
SHP100465,Dubai,Chicago,DHL,Sea,2024-02-27,2024-03-19,21,22,In Transit,3136.6,4,1,Rain,1.82,3,4,Traffic Jam,3.86,0.899,0.187,0.35,0.8365,1,78.0
SHP100466,Hamburg,London,FedEx,Sea,2023-10-22,2023-11-19,28,0,At Port,4454.69,4,0,Blizzard,8.76,6,10,Natural Disaster,9.61,0.896,0.283,0.1,0.9554,1,91.0
SHP100467,Mumbai,Singapore,UPS,Air,2024-09-11,2024-09-15,4,5,In Transit,3407.65,3,0,Blizzard,8.95,4,7,Natural Disaster,10.46,0.89,0.24,0.41,1.0,1,29.7
SHP100468,Hamburg,London,FedEx,Air,2024-02-22,2024-02-24,2,2,Customs Hold,4994.95,4,1,Clear,0.1,2,5,Port Strike,9.0,0.907,0.07,0.1,0.5352,1,7.0
SHP100469,Hamburg,New York,DHL,Air,2023-04-06,2023-04-10,4,1,Customs Hold,3057.01,3,0,Snow,6.47,3,8,Traffic Jam,4.35,0.904,0.217,0.24,0.8221,1,25.3
SHP100470,Shanghai,Chicago,XPO Logistics,Road,2024-08-09,2024-08-17,8,12,At Port,4424.59,3,0,Clear,0.0,9,5,Port Strike,9.46,0.824,0.031,0.2,0.9706,1,61.0
SHP100471,Rotterdam,Sydney,DHL,Sea,2024-08-23,2024-09-25,33,12,Out for Delivery,4400.81,1,1,Clear,0.0,5,6,Port Strike,8.96,0.896,0.187,0.44,0.9717,1,40.7
SHP100472,Mumbai,Sydney,DHL,Rail,2024-10-22,2024-11-03,12,2,At Port,1600.21,1,0,Storm,7.63,4,1,None,0.23,0.897,0.045,0.3,0.6809,1,24.4
SHP100473,Los Angeles,London,DB Schenker,Road,2023-04-28,2023-05-07,9,0,In Transit,569.88,4,0,Clear,0.35,6,7,Natural Disaster,9.76,0.861,0.173,0.29,0.8354,1,58.5
SHP100474,Hamburg,Singapore,FedEx,Sea,2023-05-10,2023-05-29,19,6,Customs Hold,2830.39,4,0,Rain,1.85,6,7,None,0.42,0.929,0.335,0.27,0.7436,1,20.0
SHP100475,Los Angeles,New York,DB Schenker,Rail,2023-03-29,2023-04-06,8,6,At Port,73.31,5,1,Storm,8.44,4,8,None,0.0,0.859,0.285,0.31,0.9121,1,70.5
SHP100476,Rotterdam,New York,DB Schenker,Sea,2023-09-03,2023-09-25,22,2,Customs Hold,300.02,5,0,Storm,7.62,5,1,None,0.0,0.867,0.042,0.45,0.8429,1,65.5
SHP100477,Rotterdam,London,XPO Logistics,Air,2024-06-10,2024-06-13,3,7,In Transit,3156.36,3,0,Blizzard,9.39,3,3,Traffic Jam,3.94,0.834,0.096,0.42,1.0,1,39.5
SHP100478,Hamburg,New York,DHL,Sea,2023-11-23,2023-12-15,22,27,Customs Hold,4182.79,1,1,Storm,7.96,4,2,Port Strike,9.05,0.91,0.022,0.43,1.0,1,30.1
SHP100479,Hamburg,Singapore,Maersk,Road,2023-07-31,2023-08-04,4,1,Out for Delivery,1782.48,1,0,Storm,7.54,9,7,Traffic Jam,4.02,0.851,0.369,0.22,1.0,1,38.9
SHP100480,Hamburg,Chicago,UPS,Road,2024-06-01,2024-06-07,6,3,Customs Hold,3989.56,3,0,Snow,5.92,6,4,Equipment Failure,6.37,0.868,0.276,0.2,0.9951,1,78.3
SHP100481,Mumbai,Singapore,FedEx,Sea,2024-06-14,2024-07-03,19,20,Out for Delivery,3502.17,1,0,Heavy Rain,5.07,6,3,Port Strike,8.99,0.924,0.305,0.18,1.0,1,63.5
SHP100482,Hamburg,Tokyo,UPS,Sea,2024-06-19,2024-07-18,29,6,Out for Delivery,1266.2,3,0,Clear,0.0,3,4,Natural Disaster,10.29,0.917,0.157,0.23,0.7227,1,11.0
SHP100483,Hamburg,Singapore,XPO Logistics,Air,2024-10-26,2024-10-29,3,8,Delayed,4531.28,5,1,Clear,0.0,3,10,Traffic Jam,3.69,0.835,0.185,0.38,1.0,1,16.5
SHP100484,Dubai,New York,Maersk,Air,2023-06-11,2023-06-15,4,3,Out for Delivery,2430.65,3,1,Storm,7.92,3,5,Traffic Jam,4.1,0.827,0.127,0.3,0.9773,1,78.8
SHP100485,Shanghai,Sydney,XPO Logistics,Rail,2024-08-26,2024-09-03,8,4,Delayed,4491.96,3,0,Snow,5.73,5,9,Traffic Jam,4.33,0.781,0.184,0.45,1.0,1,69.5
SHP100486,Dubai,Chicago,Maersk,Air,2024-05-08,2024-05-10,2,1,Delayed,4599.04,5,0,Clear,0.16,2,7,None,0.0,0.842,0.106,0.33,0.5989,1,55.0
SHP100487,Rotterdam,Singapore,FedEx,Sea,2024-04-02,2024-05-05,33,21,In Transit,3040.14,2,0,Snow,5.8,6,2,Port Strike,8.81,0.946,0.398,0.18,1.0,1,17.0
SHP100488,Dubai,Singapore,FedEx,Sea,2024-11-05,2024-12-10,35,6,Customs Hold,4453.06,2,1,Heavy Rain,5.16,5,5,None,0.0,0.897,0.222,0.15,0.5985,1,8.8
SHP100489,Hamburg,Tokyo,UPS,Road,2023-06-28,2023-07-03,5,3,Customs Hold,3778.59,4,0,Clear,0.4,8,9,None,0.0,0.903,0.111,0.34,0.6875,1,63.0
SHP100490,Los Angeles,Chicago,XPO Logistics,Sea,2023-07-13,2023-08-12,30,27,At Port,1363.44,5,0,Fog,3.77,3,4,None,0.0,0.839,0.163,0.17,0.6944,1,65.9
SHP100491,Hamburg,Singapore,UPS,Road,2023-07-18,2023-07-25,7,0,Customs Hold,107.19,3,0,Rain,1.9,9,9,None,0.2,0.93,0.26,0.44,0.7833,1,72.0
SHP100492,Mumbai,Sydney,UPS,Road,2023-03-09,2023-03-13,4,2,Out for Delivery,2899.34,2,0,Blizzard,8.52,7,10,Traffic Jam,4.01,0.912,0.287,0.3,1.0,1,69.0
SHP100493,Dubai,Chicago,FedEx,Rail,2023-01-04,2023-01-16,12,2,Customs Hold,1388.88,5,1,Heavy Rain,5.3,3,10,Port Strike,8.59,0.9,0.035,0.29,0.8602,1,24.1
SHP100494,Dubai,Singapore,FedEx,Rail,2024-09-19,2024-10-01,12,13,At Port,1638.45,1,0,Rain,2.11,3,6,None,0.15,0.916,0.127,0.15,0.5559,1,3.4
SHP100495,Shanghai,Chicago,UPS,Road,2024-11-17,2024-11-26,9,9,In Transit,4911.08,5,0,Heavy Rain,5.23,7,3,Port Strike,8.97,0.925,0.111,0.25,0.9724,1,82.2
SHP100496,Mumbai,Singapore,FedEx,Road,2023-06-13,2023-06-20,7,2,In Transit,225.04,3,1,Rain,2.16,7,4,None,0.45,0.914,0.18,0.26,0.6423,1,45.5
SHP100497,Mumbai,Sydney,FedEx,Air,2023-01-12,2023-01-14,2,7,Delayed,1711.7,1,0,Storm,8.05,2,6,Equipment Failure,6.43,0.897,0.293,0.3,1.0,1,71.3
SHP100498,Dubai,Singapore,Maersk,Air,2024-10-05,2024-10-09,4,1,At Port,996.95,1,0,Heavy Rain,4.53,2,9,Port Strike,8.63,0.825,0.366,0.15,0.9045,1,13.2
SHP100499,Shanghai,New York,FedEx,Air,2024-05-03,2024-05-07,4,9,Delayed,2421.76,4,0,Snow,6.17,1,6,Port Strike,9.0,0.909,0.02,0.35,0.9979,1,24.4
